,y_test,y_pred,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_n_days,avg_total_sum_clicks,year,semester,overall_total_clicks
20740,1,1,5,1,12,0,7,0,0,90,0,16,2.556603773584906,2013,0,40.905660377358494
895,0,0,1,0,8,0,4,0,0,60,0,94,1.9514824797843666,2013,0,183.43935309973045
15529,0,0,3,1,12,2,5,0,0,60,0,60,3.0776119402985076,2014,1,184.65671641791045
16837,0,0,3,1,8,2,8,0,0,90,0,90,1.7696629213483146,2014,1,159.26966292134833
25030,0,0,5,1,8,0,5,1,1,120,0,126,5.583108715184187,2014,1,703.4716981132075
8808,1,1,2,0,6,0,5,0,0,30,0,23,2.512396694214876,2014,0,57.78512396694215
5032,0,1,1,0,10,0,2,0,0,60,0,29,3.467455621301775,2014,0,100.55621301775147
18408,0,0,4,1,2,2,6,0,0,30,1,171,3.589935760171306,2014,0,613.8790149892933
13850,1,1,3,0,12,0,2,0,0,120,0,47,2.3374613003095974,2013,1,109.86068111455108
25750,0,0,5,1,3,0,3,1,0,120,0,133,4.4105691056910565,2014,1,586.6056910569105
25285,0,0,5,0,12,0,0,0,0,60,0,138,4.888211382113822,2014,1,674.5731707317074
7609,1,1,2,1,0,0,4,0,0,30,0,26,3.185840707964602,2014,0,82.83185840707965
11181,0,0,2,1,3,1,8,1,0,30,0,144,2.818357487922705,2014,1,405.8434782608695
15637,1,0,3,1,5,0,0,1,0,60,1,67,2.895734597156398,2014,1,194.01421800947867
20657,1,1,5,1,3,2,5,1,0,90,0,42,3.5435356200527703,2013,0,148.82849604221636
27876,1,1,6,0,0,2,2,1,0,30,0,16,4.333333333333333,2014,0,69.33333333333333
12592,0,0,3,0,10,2,6,0,0,120,0,207,2.4660326086956523,2013,1,510.46875000000006
22499,1,1,5,1,12,2,0,0,0,120,0,66,3.281954887218045,2013,1,216.60902255639098
7670,0,0,2,1,2,0,7,1,0,90,0,129,2.6790865384615383,2014,0,345.60216346153845
24725,1,1,5,1,8,2,6,1,0,60,0,3,2.0,2014,0,6.0
5182,1,1,1,0,10,0,2,0,0,60,0,3,3.142857142857143,2014,0,9.428571428571429
27761,0,0,6,1,12,2,5,0,0,30,0,62,4.934782608695652,2014,0,305.95652173913044
23407,1,0,5,0,5,2,0,0,0,90,0,70,4.516059957173447,2014,0,316.12419700214133
4673,0,0,1,0,0,0,4,0,0,60,0,157,3.314027149321267,2014,0,520.302262443439
25941,1,1,5,1,4,0,5,0,0,120,0,4,3.8653846153846154,2014,1,15.461538461538462
24047,1,0,5,0,4,0,2,0,0,90,0,59,4.02027027027027,2014,0,237.19594594594594
25167,0,0,5,1,7,2,1,0,1,60,0,138,3.6778846153846154,2014,1,507.5480769230769
9678,1,0,2,0,6,0,3,1,0,150,0,46,3.395121951219512,2014,1,156.17560975609754
9696,1,1,2,1,8,0,5,0,0,90,0,20,3.900990099009901,2014,1,78.01980198019803
22017,1,1,5,1,7,2,5,0,0,60,0,44,2.5071942446043165,2013,1,110.31654676258992
23177,1,0,5,1,0,0,2,1,0,60,0,54,4.121951219512195,2013,1,222.58536585365854
1559,0,0,1,0,9,2,8,0,0,60,0,190,3.7005758157389637,2013,0,703.109404990403
24132,1,0,5,1,8,2,1,0,0,90,0,46,5.886310904872389,2014,0,270.7703016241299
3921,0,0,1,0,6,0,5,0,0,60,0,47,2.1343873517786562,2013,1,100.31620553359684
3440,0,1,1,0,0,2,3,0,0,60,0,18,2.1707317073170733,2013,1,39.07317073170732
9188,1,1,2,1,11,2,9,1,0,30,0,32,2.8756218905472637,2014,1,92.01990049751244
1812,0,0,1,0,5,0,7,0,0,60,0,101,2.5487288135593222,2013,0,257.42161016949154
12039,1,0,3,1,0,0,3,0,0,60,1,109,2.8574380165289255,2013,0,311.4607438016529
17635,1,1,4,1,11,1,5,0,0,60,0,16,4.05,2013,1,64.8
1944,0,0,1,0,3,2,5,1,0,60,0,62,3.958064516129032,2013,0,245.4
27069,0,0,6,0,8,0,4,0,0,30,1,87,3.230769230769231,2013,1,281.0769230769231
25026,0,0,5,0,0,2,3,0,0,120,0,76,4.809523809523809,2014,1,365.5238095238095
21882,0,0,5,0,11,0,7,1,1,60,0,94,5.219140083217753,2013,1,490.59916782246876
27285,0,0,6,0,12,1,5,1,0,30,0,108,3.520430107526882,2013,1,380.2064516129032
21554,1,1,5,1,1,2,3,0,1,150,0,54,3.9015873015873015,2013,1,210.68571428571428
28017,0,0,6,0,9,0,5,1,0,30,0,45,3.723981900452489,2014,0,167.579185520362
23168,0,0,5,1,5,1,8,1,0,90,0,125,3.6264367816091956,2013,1,453.3045977011495
3852,0,0,1,0,8,0,6,1,0,60,0,38,2.3503184713375798,2013,1,89.31210191082803
6922,0,1,1,1,2,0,3,0,0,60,0,21,2.958041958041958,2014,1,62.11888111888111
20523,0,0,5,1,1,0,3,0,0,180,0,73,4.543706293706293,2013,0,331.6905594405594
8229,0,0,2,1,6,1,8,0,0,90,0,82,4.207011686143573,2014,0,344.974958263773
27521,0,0,6,0,5,2,0,0,0,90,0,31,3.862857142857143,2013,1,119.74857142857144
21593,0,0,5,1,5,2,2,0,0,180,0,82,6.010771992818672,2013,1,492.88330341113107
20488,1,1,5,1,3,2,3,1,0,60,0,30,4.753968253968254,2013,0,142.61904761904762
18173,0,0,4,1,9,0,6,0,0,60,0,76,4.405511811023622,2014,0,334.8188976377953
3161,0,0,1,0,0,0,7,1,0,120,1,126,2.6102841677943167,2013,1,328.89580514208393
3963,0,0,1,0,12,0,7,1,0,120,0,124,3.0240549828178693,2013,1,374.9828178694158
6039,0,0,1,0,8,0,5,0,0,60,0,80,3.533980582524272,2014,1,282.71844660194176
25892,1,1,5,1,6,0,4,0,0,120,0,4,2.3333333333333335,2014,1,9.333333333333334
7030,0,0,1,0,0,0,1,1,0,120,0,72,3.5678670360110805,2014,1,256.8864265927978
27009,1,0,6,0,9,2,8,1,0,30,0,53,4.48559670781893,2013,1,237.73662551440327
27330,0,0,6,0,7,2,6,1,0,30,1,24,3.9785714285714286,2013,1,95.4857142857143
9939,1,1,2,1,0,2,9,1,0,60,0,31,3.006802721088435,2014,1,93.21088435374149
6140,0,1,1,1,6,2,0,0,1,120,0,24,2.2625,2014,1,54.300000000000004
17125,0,0,4,1,10,1,6,0,0,60,0,117,4.420454545454546,2013,1,517.1931818181819
20468,1,1,5,1,12,0,3,0,1,120,0,3,3.5,2013,0,10.5
6660,0,0,1,0,3,0,3,0,0,60,1,36,2.913978494623656,2014,1,104.90322580645162
6981,1,1,1,0,0,1,4,0,0,120,0,5,1.8148148148148149,2014,1,9.074074074074074
24075,0,0,5,1,0,2,8,0,0,60,1,126,3.6466973886328726,2014,0,459.48387096774195
22139,1,1,5,1,12,0,3,1,0,120,0,19,3.793548387096774,2013,1,72.07741935483871
2995,0,1,1,0,11,0,8,1,0,60,0,15,3.0,2013,1,45.0
4044,1,1,1,0,0,0,5,1,0,60,0,9,3.189189189189189,2013,1,28.7027027027027
25568,0,0,5,1,6,1,2,0,0,60,0,157,4.287854889589905,2014,1,673.1932176656151
21004,1,1,5,1,11,0,1,0,0,60,0,11,4.264705882352941,2013,0,46.911764705882355
24895,0,1,5,1,1,1,3,0,0,60,0,20,5.394871794871795,2014,1,107.89743589743591
3941,0,0,1,0,6,2,3,1,0,60,0,72,2.367601246105919,2013,1,170.46728971962617
15301,0,0,3,1,5,2,8,2,0,60,0,106,2.4603616133518775,2014,0,260.798331015299
23104,0,0,5,0,6,1,5,0,0,60,0,112,4.583431952662722,2013,1,513.3443786982249
25842,1,0,5,1,10,0,7,0,0,120,0,76,4.666666666666667,2014,1,354.6666666666667
5885,0,0,1,0,0,0,5,0,1,60,0,74,6.9,2014,1,510.6
18099,0,0,4,1,8,0,8,0,0,60,0,57,5.0,2014,0,285.0
22900,0,0,5,1,5,0,1,0,0,120,0,86,4.448928121059269,2013,1,382.6078184110971
24785,0,0,5,1,5,2,2,0,0,150,0,74,4.3992932862190814,2014,1,325.547703180212
7310,0,1,1,0,10,0,2,1,1,60,0,12,4.511811023622047,2014,1,54.14173228346456
19911,1,1,5,0,2,2,0,0,0,60,0,18,3.9133858267716537,2013,0,70.44094488188976
1577,1,0,1,0,10,2,5,0,0,60,0,60,2.9966666666666666,2013,0,179.79999999999998
23610,1,1,5,1,9,0,3,0,0,60,0,13,3.9239130434782608,2014,0,51.01086956521739
9975,1,1,2,0,6,1,2,0,0,60,1,24,2.69205298013245,2014,1,64.6092715231788
23065,1,1,5,1,6,3,3,1,0,90,0,9,4.21978021978022,2013,1,37.97802197802198
18699,1,1,4,1,3,0,4,0,0,60,0,12,6.1521739130434785,2014,1,73.82608695652175
17108,1,1,4,1,11,2,8,0,0,60,0,13,4.5,2013,1,58.5
21553,1,1,5,1,10,2,0,0,0,60,0,38,3.3300970873786406,2013,1,126.54368932038834
10526,1,1,2,1,6,1,2,0,0,90,0,20,2.712328767123288,2014,1,54.24657534246576
27176,0,0,6,0,5,0,1,1,0,30,0,63,3.0233463035019454,2013,1,190.47081712062257
13645,1,1,3,1,5,2,2,0,0,120,0,2,2.75,2013,1,5.5
9415,1,1,2,1,4,2,2,1,0,55,0,10,3.9056603773584904,2014,1,39.056603773584904
18473,0,1,4,1,0,2,0,0,0,60,0,52,3.6018518518518516,2014,0,187.29629629629628
14064,1,1,3,0,3,0,5,1,0,60,0,9,2.106382978723404,2013,1,18.957446808510635
20612,0,0,5,0,3,1,0,0,0,60,0,69,6.879611650485437,2013,0,474.69320388349513
10124,0,0,2,0,3,0,4,0,0,60,0,149,2.89,2014,1,430.61
25990,1,1,5,1,3,0,6,0,0,120,1,31,3.1455108359133126,2014,1,97.51083591331269
18957,1,1,4,1,6,0,1,0,0,90,1,28,3.3260869565217392,2014,1,93.1304347826087
17417,0,0,4,1,4,2,4,0,0,30,0,85,5.195767195767195,2013,1,441.6402116402116
7969,1,1,2,0,3,1,3,0,0,30,0,18,2.169811320754717,2014,0,39.05660377358491
17292,0,0,4,1,12,2,5,0,0,60,0,137,3.76409666283084,2013,1,515.681242807825
19941,1,1,5,1,12,2,5,1,0,60,0,54,2.9555555555555557,2013,0,159.60000000000002
23649,0,0,5,1,1,4,6,1,0,60,0,108,3.8646408839779007,2014,0,417.38121546961327
24082,1,0,5,1,6,2,0,1,0,60,0,115,3.991471215351812,2014,0,459.0191897654584
615,1,1,0,1,0,0,9,0,0,120,0,30,3.1597222222222223,2014,1,94.79166666666667
3316,1,1,1,0,8,2,7,0,0,120,0,1,1.0,2013,1,1.0
24818,1,1,5,0,3,1,0,1,2,180,0,14,3.5785123966942147,2014,1,50.099173553719005
7265,1,0,1,0,7,0,7,1,0,90,0,29,3.452513966480447,2014,1,100.12290502793296
26337,1,1,5,1,7,0,2,0,0,120,0,7,1.6590909090909092,2014,1,11.613636363636363
6704,0,1,1,0,0,0,2,0,0,60,0,20,3.1446540880503147,2014,1,62.89308176100629
27017,0,0,6,0,9,0,6,0,0,30,0,112,3.6841121495327105,2013,1,412.6205607476636
4789,1,1,1,0,0,3,2,0,0,60,0,1,1.5,2014,0,1.5
103,0,0,0,1,5,2,2,0,0,90,0,193,2.6183510638297873,2013,1,505.34175531914894
12568,1,1,3,0,11,2,0,0,0,60,0,15,2.8275862068965516,2013,1,42.41379310344827
15280,0,0,3,0,1,0,8,0,0,60,0,88,1.9985007496251874,2014,0,175.8680659670165
26568,1,1,5,1,3,0,8,0,0,90,0,7,1.434782608695652,2014,1,10.043478260869565
3047,0,1,1,1,1,0,2,0,0,60,0,36,2.0994475138121547,2013,1,75.58011049723757
7844,1,1,2,0,6,1,5,1,0,90,1,20,3.2450331125827816,2014,0,64.90066225165563
2459,1,1,1,0,6,2,1,1,2,60,0,11,1.6896551724137931,2013,1,18.586206896551726
6562,0,1,1,0,2,2,4,0,0,60,0,17,2.1666666666666665,2014,1,36.83333333333333
3527,0,0,1,0,9,2,2,1,0,120,0,75,2.2637362637362637,2013,1,169.78021978021977
22542,0,0,5,1,7,0,1,0,0,90,0,112,3.962727993655829,2013,1,443.82553528945283
8156,1,1,2,1,6,1,4,0,0,90,0,2,1.8,2014,0,3.6
27027,1,1,6,0,7,0,4,0,0,30,0,3,1.7,2013,1,5.1
2618,0,1,1,0,8,2,4,0,1,60,0,33,3.0119760479041915,2013,1,99.39520958083833
13034,0,0,3,1,8,1,5,1,0,60,0,54,3.06198347107438,2013,1,165.34710743801654
1859,1,1,1,0,3,2,5,0,0,60,0,1,1.0,2013,0,1.0
20067,0,0,5,1,6,1,3,0,0,60,0,107,4.831194471865746,2013,0,516.9378084896348
3846,0,0,1,0,9,0,5,0,0,120,0,47,3.1742424242424243,2013,1,149.18939393939394
23166,0,0,5,1,9,0,5,1,0,120,0,262,5.040081799591002,2013,1,1320.5014314928426
21239,0,0,5,1,7,1,9,1,1,120,0,235,4.2045594577942085,2013,0,988.071472581639
4783,0,1,1,0,5,2,2,0,0,60,0,14,2.7209302325581395,2014,0,38.093023255813954
9522,1,1,2,1,11,2,3,0,0,60,0,48,3.110047846889952,2014,1,149.2822966507177
13668,1,1,3,1,1,0,6,0,0,60,0,2,1.4285714285714286,2013,1,2.857142857142857
15189,1,1,3,1,4,2,1,0,0,90,0,2,1.5555555555555556,2014,0,3.111111111111111
24929,0,0,5,1,6,0,5,0,1,120,0,81,3.8507718696397943,2014,1,311.91252144082335
16080,1,1,3,1,9,2,7,1,0,60,0,29,1.7945945945945947,2014,1,52.043243243243246
21263,0,0,5,1,3,1,5,1,1,90,0,112,4.809725158562368,2013,0,538.6892177589853
24912,0,1,5,1,0,0,5,1,2,60,0,32,4.805687203791469,2014,1,153.781990521327
1769,1,1,1,0,8,0,2,0,0,120,0,3,2.793103448275862,2013,0,8.379310344827587
17381,1,1,4,1,3,0,1,0,0,60,0,22,3.6052631578947367,2013,1,79.3157894736842
12034,1,0,3,1,6,2,3,0,0,60,0,60,2.238095238095238,2013,0,134.28571428571428
8511,1,1,2,1,9,0,8,0,0,60,0,27,3.0076923076923077,2014,0,81.20769230769231
26520,1,1,5,1,11,0,0,1,0,180,0,1,1.5,2014,1,1.5
22690,1,0,5,1,7,0,3,0,0,60,0,74,3.3211845102505695,2013,1,245.76765375854214
18162,1,1,4,1,8,2,8,0,0,30,0,33,6.516556291390729,2014,0,215.04635761589407
27971,0,0,6,1,11,3,0,0,0,30,0,52,3.202247191011236,2014,0,166.51685393258427
4866,1,1,1,0,6,2,5,0,0,90,0,4,1.9130434782608696,2014,0,7.6521739130434785
4944,1,1,1,1,6,2,1,0,0,60,1,5,2.1333333333333333,2014,0,10.666666666666666
4999,1,1,1,0,8,1,5,0,0,60,0,1,2.0,2014,0,2.0
26399,0,0,5,0,3,0,0,0,0,120,0,87,3.8663883089770357,2014,1,336.3757828810021
6184,1,1,1,0,3,2,1,0,0,60,0,2,1.25,2014,1,2.5
461,0,0,0,1,7,2,4,0,0,60,0,86,2.923076923076923,2014,1,251.38461538461536
26740,0,0,5,1,6,2,4,1,0,60,0,143,4.602589641434263,2014,1,658.1703187250996
27907,0,0,6,0,0,0,4,1,0,30,0,47,4.074235807860262,2014,0,191.48908296943233
24393,0,0,5,1,1,2,5,0,0,60,0,62,4.5702614379084965,2014,0,283.3562091503268
18657,1,1,4,1,0,2,8,0,0,60,0,27,4.326530612244898,2014,0,116.81632653061226
9516,0,1,2,1,9,0,3,0,1,120,0,36,2.4609375,2014,1,88.59375
2490,0,0,1,0,9,0,5,0,0,60,0,67,2.41522491349481,2013,1,161.82006920415225
11457,0,0,3,1,10,1,1,1,0,120,0,177,3.3892857142857142,2013,0,599.9035714285715
3482,0,1,1,0,8,1,6,1,0,60,0,18,1.991150442477876,2013,1,35.84070796460177
15339,1,1,3,1,3,2,3,1,1,90,1,14,2.8135593220338984,2014,0,39.389830508474574
10079,0,0,2,1,3,0,7,1,0,60,0,75,3.614406779661017,2014,1,271.0805084745763
23282,0,0,5,0,0,1,9,1,0,60,0,151,4.8268571428571425,2013,1,728.8554285714285
8032,0,0,2,1,4,2,6,0,0,30,0,78,4.143149284253579,2014,0,323.16564417177915
3935,0,0,1,0,2,2,3,1,0,60,0,107,3.051767676767677,2013,1,326.53914141414145
4874,0,0,1,0,9,0,0,0,0,60,0,46,2.821011673151751,2014,0,129.76653696498056
24534,1,1,5,1,11,0,2,0,0,120,0,15,2.357142857142857,2014,0,35.35714285714286
643,0,0,0,0,1,0,7,1,0,60,0,103,2.79291553133515,2014,1,287.67029972752044
13973,1,1,3,0,0,0,6,1,0,120,0,17,2.25,2013,1,38.25
18690,1,1,4,1,0,2,9,1,0,60,0,31,4.1525423728813555,2014,1,128.72881355932202
27750,1,1,6,0,3,2,1,0,0,30,0,4,1.75,2013,1,7.0
20622,1,1,5,1,3,2,1,1,0,120,1,36,2.6140350877192984,2013,0,94.10526315789474
19443,0,0,4,1,2,2,8,0,0,90,0,134,4.353028064992614,2014,1,583.3057607090103
23576,0,0,5,1,11,0,1,0,0,60,0,152,4.196407185628742,2014,0,637.8538922155689
11037,1,1,2,1,7,0,6,0,0,120,0,4,5.0,2014,1,20.0
5135,1,0,1,0,0,2,0,0,0,60,0,62,2.185064935064935,2014,0,135.47402597402598
7306,0,1,1,0,6,1,6,0,1,60,0,18,2.2735849056603774,2014,1,40.924528301886795
27232,0,0,6,0,3,0,9,1,0,30,0,78,3.4229607250755287,2013,1,266.99093655589127
15960,1,1,3,1,3,2,2,1,0,120,0,25,2.058139534883721,2014,1,51.45348837209303
16425,1,1,3,1,9,2,4,0,0,180,0,13,1.5,2014,1,19.5
23599,0,0,5,0,6,0,0,0,0,75,0,79,4.527862208713272,2014,0,357.70111448834854
22808,0,0,5,1,9,2,1,1,0,120,1,94,4.5125628140703515,2013,1,424.18090452261305
21264,0,0,5,1,9,2,5,0,1,120,0,233,4.032139577594123,2013,0,939.4885215794305
17973,0,0,4,1,9,0,3,1,0,30,0,43,4.468354430379747,2013,1,192.13924050632912
5547,1,1,1,0,10,2,0,0,0,60,0,12,2.7972972972972974,2014,1,33.567567567567565
13277,1,1,3,1,6,2,4,1,1,60,0,2,1.6,2013,1,3.2
22526,0,0,5,1,5,2,4,0,0,120,0,102,3.737391304347826,2013,1,381.21391304347827
18165,0,0,4,1,0,0,6,0,0,30,0,98,3.963963963963964,2014,0,388.4684684684685
10656,1,1,2,1,5,1,4,0,0,90,0,7,2.5476190476190474,2014,1,17.833333333333332
22504,1,1,5,1,10,2,0,0,0,120,0,42,4.25,2013,1,178.5
4025,0,0,1,1,6,2,4,1,0,60,0,71,2.1412103746397695,2013,1,152.02593659942363
18225,0,1,4,1,0,2,1,0,0,30,0,36,3.9565217391304346,2014,0,142.43478260869566
2415,1,1,1,0,5,2,7,0,0,120,0,8,2.9682539682539684,2013,1,23.746031746031747
6526,0,1,1,0,2,1,6,0,0,60,0,21,4.133858267716535,2014,1,86.81102362204724
27000,0,0,6,0,0,0,9,1,0,30,0,29,5.09375,2013,1,147.71875
25486,0,0,5,0,7,2,7,1,0,60,0,111,4.345199568500539,2014,1,482.31715210355986
641,0,0,0,1,10,0,5,1,0,60,0,36,3.446700507614213,2014,1,124.08121827411168
16540,1,1,3,1,5,1,0,1,0,60,0,4,1.3,2014,1,5.2
6143,0,0,1,0,6,2,5,1,0,60,0,221,3.233128834355828,2014,1,714.5214723926381
5657,0,0,1,0,3,0,3,1,0,60,0,72,3.5875,2014,1,258.3
23112,1,1,5,1,5,0,6,0,0,60,0,1,2.4444444444444446,2013,1,2.4444444444444446
19628,0,0,4,1,5,1,6,1,0,60,0,80,3.7777777777777777,2014,1,302.22222222222223
10443,1,1,2,1,9,2,5,0,0,60,0,7,1.7407407407407407,2014,1,12.185185185185185
9391,1,1,2,1,12,1,5,0,0,120,0,14,3.0,2014,1,42.0
7062,1,1,1,0,2,1,6,0,0,60,0,9,3.563380281690141,2014,1,32.07042253521127
15803,0,0,3,0,9,2,1,0,0,120,0,62,2.8051948051948052,2014,1,173.92207792207793
25524,0,0,5,1,0,2,9,1,0,60,0,233,6.065428109854604,2014,1,1413.2447495961228
2968,1,0,1,0,8,1,7,1,0,120,0,29,3.140625,2013,1,91.078125
20055,0,0,5,1,2,0,5,0,2,180,0,161,3.5056925996204935,2013,0,564.4165085388995
22805,0,0,5,1,8,0,5,0,0,60,0,127,5.013315579227696,2013,1,636.6910785619175
13491,0,0,3,0,1,2,4,0,0,120,0,83,2.146131805157593,2013,1,178.12893982808023
11455,0,0,3,1,0,0,3,0,0,60,0,112,2.5836501901140685,2013,0,289.3688212927757
13428,1,0,3,0,10,0,8,0,0,60,0,67,1.7615176151761518,2013,1,118.02168021680217
20392,0,0,5,1,8,2,3,0,0,120,0,115,3.6191904047976013,2013,0,416.2068965517241
4180,0,0,1,0,5,0,8,1,0,60,0,123,4.192771084337349,2014,0,515.710843373494
7133,1,1,1,0,3,1,2,0,0,60,0,4,1.5,2014,1,6.0
21262,1,1,5,1,11,0,6,1,1,180,0,16,3.676470588235294,2013,0,58.8235294117647
21065,0,0,5,1,8,2,7,0,0,60,0,248,4.525954198473283,2013,0,1122.4366412213742
10236,0,0,2,1,1,2,1,1,0,60,0,192,4.8958076448828605,2014,1,939.9950678175092
12352,0,0,3,1,3,1,3,1,0,60,0,100,2.1302395209580838,2013,0,213.02395209580837
6113,1,1,1,1,0,3,6,0,0,60,0,7,1.8214285714285714,2014,1,12.75
6266,0,0,1,0,6,0,3,0,0,60,0,34,3.6159420289855073,2014,1,122.94202898550725
24754,1,1,5,0,1,3,0,0,0,180,0,7,3.032258064516129,2014,1,21.225806451612904
23355,0,0,5,1,5,1,8,0,0,90,0,180,3.5647899910634493,2013,1,641.6621983914208
11362,1,1,3,0,6,2,3,0,2,90,0,33,2.288659793814433,2013,0,75.52577319587628
522,0,0,0,1,1,0,8,1,0,60,0,35,2.4285714285714284,2014,1,85.0
18072,0,0,4,1,10,0,4,0,0,120,0,61,3.672,2014,0,223.99200000000002
2367,0,0,1,0,5,2,6,1,0,60,0,262,4.4267806267806264,2013,1,1159.8165242165242
22955,0,0,5,1,3,2,2,0,0,120,0,100,4.576177285318559,2013,1,457.61772853185596
20850,0,0,5,1,0,0,5,1,0,60,0,195,4.773059057730591,2013,0,930.7465162574653
2465,1,0,1,0,2,0,2,0,0,90,0,36,2.111842105263158,2013,1,76.02631578947368
14760,0,0,3,0,3,2,2,0,0,60,1,117,2.3392568659127626,2014,0,273.6930533117932
17962,1,1,4,1,4,1,8,1,0,60,0,37,3.948453608247423,2013,1,146.09278350515464
19264,1,1,4,1,7,2,2,0,0,120,0,24,4.2846715328467155,2014,1,102.83211678832117
4268,0,0,1,1,11,0,0,0,0,60,0,56,2.0437956204379564,2014,0,114.45255474452556
27053,0,0,6,0,9,0,3,0,0,30,1,39,2.3620689655172415,2013,1,92.12068965517243
15671,0,1,3,0,4,0,5,0,1,60,0,41,1.8066666666666666,2014,1,74.07333333333334
3988,0,1,1,0,8,2,5,2,0,60,0,28,2.6739130434782608,2013,1,74.8695652173913
16124,1,0,3,0,7,0,1,1,0,60,1,63,3.3387755102040817,2014,1,210.34285714285716
17130,0,0,4,0,9,2,4,0,0,60,0,142,3.6977777777777776,2013,1,525.0844444444444
12591,0,0,3,1,7,2,5,1,0,60,0,68,1.8226415094339623,2013,1,123.93962264150943
16282,1,0,3,1,1,1,7,1,0,120,0,75,2.3201970443349755,2014,1,174.01477832512316
12367,0,0,3,1,8,0,9,1,0,60,0,137,2.3119584055459272,2013,0,316.73830155979203
483,0,0,0,1,7,0,4,0,0,60,0,109,2.75,2014,1,299.75
19065,0,0,4,1,6,0,6,0,0,90,1,154,3.382388419782871,2014,1,520.8878166465621
6006,1,1,1,0,10,2,1,1,1,60,1,1,5.25,2014,1,5.25
1491,1,1,1,0,11,2,2,1,0,60,0,30,2.654028436018957,2013,0,79.62085308056872
19019,0,0,4,1,5,0,0,0,0,120,0,59,5.1525423728813555,2014,1,304.0
4304,0,0,1,0,0,1,9,1,0,60,0,31,2.395348837209302,2014,0,74.25581395348837
9773,0,0,2,1,5,2,0,0,0,60,0,112,3.2053333333333334,2014,1,358.99733333333336
3633,1,1,1,0,3,2,1,0,0,60,0,1,1.5,2013,1,1.5
1049,0,1,1,1,11,2,0,1,0,120,1,32,2.3354037267080745,2013,0,74.73291925465838
12044,1,0,3,1,4,0,4,1,0,120,0,48,2.3817427385892116,2013,0,114.32365145228215
25287,1,0,5,1,3,0,1,0,1,90,0,50,3.9601990049751246,2014,1,198.00995024875624
19841,1,0,5,0,3,0,3,0,0,60,0,50,4.933993399339934,2013,0,246.69966996699668
27679,0,0,6,1,0,1,7,0,0,30,0,23,3.4285714285714284,2013,1,78.85714285714285
23837,0,1,5,1,8,2,7,0,0,60,0,33,3.8687782805429864,2014,0,127.66968325791855
362,0,0,0,0,9,0,4,0,0,180,0,125,2.9392265193370166,2013,1,367.4033149171271
7953,0,0,2,1,3,0,9,0,0,90,0,157,5.1141509433962264,2014,0,802.9216981132075
13328,0,0,3,1,9,0,4,0,0,180,1,71,2.0868055555555554,2013,1,148.16319444444443
22363,0,0,5,1,1,2,0,0,0,60,0,92,3.551937984496124,2013,1,326.7782945736434
25872,1,1,5,1,11,0,4,0,0,150,0,10,2.3140495867768593,2014,1,23.140495867768593
4177,1,1,1,0,3,1,2,0,1,180,0,32,1.8055555555555556,2014,0,57.77777777777778
29216,1,0,6,0,8,2,7,0,0,30,1,139,3.153958944281525,2014,1,438.40029325513194
14452,1,1,3,0,9,2,1,0,0,60,0,46,3.188679245283019,2014,0,146.67924528301887
7071,1,0,1,0,0,0,7,1,0,60,0,42,4.011764705882353,2014,1,168.49411764705883
5087,0,1,1,0,10,2,6,0,0,60,0,30,2.591240875912409,2014,0,77.73722627737226
20213,1,1,5,1,3,2,2,0,0,60,0,34,3.760233918128655,2013,0,127.84795321637426
10385,0,0,2,0,2,0,5,1,0,120,0,205,3.193305439330544,2014,1,654.6276150627615
26207,0,0,5,1,12,0,4,0,0,60,1,74,4.2943201376936315,2014,1,317.77969018932873
13079,0,0,3,0,6,1,5,0,0,60,0,111,2.3609022556390977,2013,1,262.0601503759398
1251,0,0,1,0,4,0,1,0,0,60,0,60,3.12396694214876,2013,0,187.4380165289256
552,0,0,0,0,1,1,7,0,0,60,0,144,3.347622759158223,2014,1,482.0576773187841
2629,0,0,1,0,1,0,0,1,1,60,0,37,2.7228915662650603,2013,1,100.74698795180723
19802,0,0,5,0,8,0,7,1,0,60,0,112,4.67805953693495,2013,0,523.9426681367144
12251,0,0,3,1,3,0,1,0,0,60,1,88,2.4339080459770117,2013,0,214.18390804597703
14414,1,0,3,0,0,2,5,0,1,60,0,95,2.4391447368421053,2014,0,231.71875
28526,0,0,6,1,12,2,7,0,0,30,0,35,2.774834437086093,2014,0,97.11920529801326
8488,1,1,2,1,11,2,1,0,0,60,0,29,7.671140939597316,2014,0,222.46308724832215
2823,0,0,1,0,10,0,3,0,0,60,0,134,2.2312056737588652,2013,1,298.98156028368794
24616,0,0,5,1,8,1,9,1,0,60,0,121,4.186528497409326,2014,0,506.56994818652845
14874,0,0,3,1,7,0,6,0,1,120,0,75,2.2351543942992875,2014,0,167.63657957244658
14434,1,1,3,1,1,2,1,0,0,60,0,26,2.314814814814815,2014,0,60.18518518518519
16195,0,0,3,1,3,2,3,0,0,120,0,190,1.9485213581599123,2014,1,370.21905805038335
5947,0,0,1,1,5,0,2,0,0,60,0,78,3.04320987654321,2014,1,237.37037037037038
27582,0,0,6,1,8,0,4,1,0,30,0,102,2.8117359413202934,2013,1,286.7970660146699
23298,0,0,5,1,10,1,6,1,0,60,0,92,3.711509715994021,2013,1,341.4588938714499
18876,0,0,4,1,0,2,4,0,0,60,0,74,3.832369942196532,2014,1,283.59537572254334
